kc_id,kc_name,kc_name_es,route_group,route_group_es,route_leaf,route_leaf_es,n_total,accuracy_total,n_first,n_repeat,accuracy_first,accuracy_repeat,delta_repeat_minus_first
581,数字个数应用,Solicitud de número,拓展思维,Expande tu pensamiento,数字个数应用,Solicitud de número,277,0.65704,188,89,0.638298,0.696629,0.058331
503,加乘原理,Principio de suma,拓展思维,Expande tu pensamiento,加乘原理,Principio de suma,276,0.847826,13,263,1.0,0.840304,-0.159696
110,和与积的奇偶性,Paridad de suma y producto,课内知识点,Puntos de conocimiento en clase,和与积的奇偶性,Paridad de suma y producto,274,0.846715,204,70,0.867647,0.785714,-0.081933
492,平行四边形面积公式逆用,Fórmula inversa para el área de un paralelogramo,知识点,Puntos de conocimiento,平行四边形面积公式逆用,Fórmula inversa para el área de un paralelogramo,274,0.828467,274,0,0.828467,,
583,口算乘法：整百数乘一位数,Multiplicación oral: multiplicar centenas enteras por un dígito,知识点,Puntos de conocimiento,口算乘法：整百数乘一位数,Multiplicación oral: multiplicar centenas enteras por un dígito,266,0.947368,0,266,,0.947368,
585,树与间隔的数量关系,Número de árboles e intervalos.,课内题型,Tipos de preguntas en clase,一端种树问题,Problema de plantar árboles en un extremo.,264,0.765152,264,0,0.765152,,
89,利用面积求周长,encontrar perímetro usando área,拓展思维,Expande tu pensamiento,平行四边形的面积公式,Fórmula del área del paralelogramo,264,0.674242,0,264,,0.674242,
436,钱的计算,calculo de dinero,拓展思维,Expande tu pensamiento,钱的计算,calculo de dinero,263,0.878327,263,0,0.878327,,
19,连线法,método de conexión,拓展思维,Expande tu pensamiento,连线法,método de conexión,258,0.802326,258,0,0.802326,,
646,添线法计数,Agregar conteo de líneas,拓展思维,Expande tu pensamiento,添线法计数,Agregar conteo de líneas,249,0.787149,0,249,,0.787149,
273,隐藏条件,Condiciones ocultas,拓展思维,Expande tu pensamiento,隐藏条件,Condiciones ocultas,246,0.886179,246,0,0.886179,,
519,三角形内外角度,ángulos internos y externos del triángulo,拓展思维,Expande tu pensamiento,三角形内外角度,ángulos internos y externos del triángulo,244,0.815574,198,46,0.843434,0.695652,-0.147782
4,物体数量组合,Combinación de cantidad de objetos,拓展思维,Expande tu pensamiento,物体数量组合,Combinación de cantidad de objetos,244,0.905738,244,0,0.905738,,
464,图形平移旋转,Traducción y rotación gráfica.,拓展思维,Expande tu pensamiento,图形平移旋转,Traducción y rotación gráfica.,243,0.876543,243,0,0.876543,,
500,图形折叠展开,Los gráficos se pliegan y expanden,拓展思维,Expande tu pensamiento,图形折叠展开,Los gráficos se pliegan y expanden,239,0.887029,180,59,0.855556,0.983051,0.127495
53,两端种树问题,Problema de plantar árboles en ambos extremos.,课内题型,Tipos de preguntas en clase,两端种树问题,Problema de plantar árboles en ambos extremos.,237,0.725738,237,0,0.725738,,
579,假设法判断真假,Método de hipótesis para determinar verdadero o falso.,拓展思维,Expande tu pensamiento,找矛盾,encontrar contradicciones,234,0.260684,0,234,,0.260684,
314,付钱方法枚举,Enumeración de métodos de pago,拓展思维,Expande tu pensamiento,付钱方法枚举,Enumeración de métodos de pago,232,0.62069,231,1,0.619048,1.0,0.380952
490,已知两量之间倍数关系和多份量，求一份量,"Dada la relación múltiple entre las dos cantidades y las cantidades múltiples, encuentre la cantidad de una porción",知识点,Puntos de conocimiento,已知两量之间倍数关系和多份量，求一份量,"Dada la relación múltiple entre las dos cantidades y las cantidades múltiples, encuentre la cantidad de una porción",226,0.858407,226,0,0.858407,,
626,加减法应用顺口溜,Jingle de aplicación de suma y resta,拓展思维,Expande tu pensamiento,加减法应用顺口溜,Jingle de aplicación de suma y resta,223,0.618834,223,0,0.618834,,
713,两次相遇,dos encuentros,拓展思维,Expande tu pensamiento,两次相遇,dos encuentros,221,0.665158,221,0,0.665158,,
647,多位数中的提公因数,Factores comunes en números de varios dígitos,拓展思维,Expande tu pensamiento,多位数中的提公因数,Factores comunes en números de varios dígitos,220,0.822727,220,0,0.822727,,
450,两量同时变倍,Se multiplican dos cantidades al mismo tiempo,拓展思维,Expande tu pensamiento,两量同时变倍,Se multiplican dos cantidades al mismo tiempo,217,0.875576,212,5,0.877358,0.8,-0.077358
312,给几个数字通过枚举求出组成几位数的个数,"Dados varios números, encuentre la cantidad de dígitos que los componen mediante enumeración.",课内题型,Tipos de preguntas en clase,给几个数字通过枚举求出组成几位数的个数,"Dados varios números, encuentre la cantidad de dígitos que los componen mediante enumeración.",215,0.734884,193,22,0.787565,0.272727,-0.514837
580,数字与页码的对应问题,Correspondencia entre números y números de página.,拓展思维,Expande tu pensamiento,数字与页码的对应问题,Correspondencia entre números y números de página.,215,0.818605,215,0,0.818605,,
516,旋转割补求面积,Encuentre el área usando corte rotacional y complemento,课内题型,Tipos de preguntas en clase,旋转割补求面积,Encuentre el área usando corte rotacional y complemento,211,0.895735,211,0,0.895735,,
399,直线、射线、线段分类,"Clasificación de rectas, rayos y segmentos de recta.",课内题型,Tipos de preguntas en clase,直线、射线、线段分类,"Clasificación de rectas, rayos y segmentos de recta.",210,0.171429,210,0,0.171429,,
397,整数拆补构造,Construcción de complemento entero,拓展思维,Expande tu pensamiento,整数拆补构造,Construcción de complemento entero,209,0.866029,209,0,0.866029,,
545,格点构造数图形,gráficos numéricos de estructura de cuadrícula,拓展思维,Expande tu pensamiento,格点构造数图形,gráficos numéricos de estructura de cuadrícula,206,0.834951,206,0,0.834951,,
298,以盈亏问题形式运用方程解应用题,Usar ecuaciones para resolver problemas planteados en forma de problemas de pérdidas y ganancias.,知识点,Puntos de conocimiento,以盈亏问题形式运用方程解应用题,Usar ecuaciones para resolver problemas planteados en forma de problemas de pérdidas y ganancias.,202,0.564356,202,0,0.564356,,
443,线分面递推,recursividad de faceta de línea,拓展思维,Expande tu pensamiento,线分面递推,recursividad de faceta de línea,201,0.850746,148,53,0.817568,0.943396,0.125829
510,暗倍型和倍问题,Problema de tipo oscuro y tiempos.,拓展思维,Expande tu pensamiento,暗倍型和倍问题,Problema de tipo oscuro y tiempos.,199,0.78392,199,0,0.78392,,
681,程序流程型,Tipo de flujo del programa,拓展思维,Expande tu pensamiento,程序流程型,Tipo de flujo del programa,199,0.874372,3,196,1.0,0.872449,-0.127551
696,乘方的应用,Aplicaciones de poderes,拓展思维,Expande tu pensamiento,乘方的应用,Aplicaciones de poderes,198,0.893939,198,0,0.893939,,
286,整数拆数法构造分配律,Método de división de enteros para construir la ley distributiva,拓展思维,Expande tu pensamiento,整数拆数法构造分配律,Método de división de enteros para construir la ley distributiva,195,0.85641,57,138,0.894737,0.84058,-0.054157
558,平行四边形概念与分类,Concepto y clasificación de paralelogramo,能力,capacidad,图形认知,cognición gráfica,188,0.93617,188,0,0.93617,,
446,数形结合找规律,Encuentra reglas combinando números y formas.,拓展思维,Expande tu pensamiento,数形结合找规律,Encuentra reglas combinando números y formas.,184,0.657609,184,0,0.657609,,
316,异分母分数加减法,Sumar y restar fracciones con diferentes denominadores,拓展思维,Expande tu pensamiento,分数加减,Sumar y restar fracciones,179,0.497207,0,179,,0.497207,
512,积幻方,cuadrado mágico acumulado,拓展思维,Expande tu pensamiento,积幻方,cuadrado mágico acumulado,179,0.960894,179,0,0.960894,,
655,一笔画,un golpe,知识点,Puntos de conocimiento,一笔画,un golpe,177,0.440678,177,0,0.440678,,
522,和差问题,problema de suma y diferencia,知识点,Puntos de conocimiento,和差问题,problema de suma y diferencia,175,0.782857,175,0,0.782857,,
587,初步认识平面图形,Comprensión inicial de los gráficos planos.,知识点,Puntos de conocimiento,初步认识平面图形,Comprensión inicial de los gráficos planos.,175,0.971429,175,0,0.971429,,
419,反解未知数型,Solución inversa de tipo de número desconocido,拓展思维,Expande tu pensamiento,反解未知数型,Solución inversa de tipo de número desconocido,174,0.844828,174,0,0.844828,,
21,排除矛盾法,eliminación de contradicciones,知识点,Puntos de conocimiento,排除矛盾法,eliminación de contradicciones,174,0.908046,174,0,0.908046,,
607,平方厘米、平方分米和平方米的单位换算,"Conversión de unidades de centímetros cuadrados, decímetros cuadrados y metros cuadrados.",拓展思维,Expande tu pensamiento,面积单位换算,Conversión de unidades de área,173,0.393064,0,173,,0.393064,
613,巧填括号型,Tipo de soporte inteligente,拓展思维,Expande tu pensamiento,巧填括号型,Tipo de soporte inteligente,166,0.915663,166,0,0.915663,,
529,整数加减巧算之凑整法,Método de redondeo para suma y resta de números enteros,拓展思维,Expande tu pensamiento,添去括号,Agregar y quitar corchetes,166,0.909639,120,46,0.933333,0.847826,-0.085507
494,分类讨论思想,Clasificar ideas de discusión,思想,Pensamiento,分类讨论思想,Clasificar ideas de discusión,166,0.722892,166,0,0.722892,,
656,标准四宫,Cuarta casa estándar,拓展思维,Expande tu pensamiento,标准四宫,Cuarta casa estándar,163,0.877301,163,0,0.877301,,
629,用去尾法根据实际情况的运用,Utilice el método de eliminación de la cola según la situación real.,课内题型,Tipos de preguntas en clase,单归一问题,Problema de normalización única,159,0.849057,159,0,0.849057,,
521,与倍数相关,Relacionado con múltiplos,拓展思维,Expande tu pensamiento,与倍数相关,Relacionado con múltiplos,158,0.778481,158,0,0.778481,,
608,“正”字法记录数据,"Datos de registro de caracteres ""normales""",知识点,Puntos de conocimiento,“正”字法记录数据,"Datos de registro de caracteres ""normales""",157,0.993631,157,0,0.993631,,
618,字典排序法,Clasificación de diccionario,知识点,Puntos de conocimiento,字典排序法,Clasificación de diccionario,155,0.8,155,0,0.8,,
331,选线计算型,Tipo de cálculo mediante selección de líneas,拓展思维,Expande tu pensamiento,选线计算型,Tipo de cálculo de selección de línea,154,0.727273,154,0,0.727273,,
634,不约分分数的比较,Comparación de fracciones irreducibles.,拓展思维,Expande tu pensamiento,不约分分数的比较,Comparación de fracciones irreducibles.,147,0.666667,147,0,0.666667,,
45,间隔问题,problema de espaciado,知识点,Puntos de conocimiento,间隔问题,problema de espaciado,146,0.952055,146,0,0.952055,,
426,构造型抽屉原理,Principio del cajón estructural.,拓展思维,Expande tu pensamiento,构造型抽屉原理,Principio del cajón estructural.,145,0.889655,145,0,0.889655,,
528,1000以内数的组成和读写,"Composición, lectura y escritura de números hasta 1000.",知识点,Puntos de conocimiento,1000以内数的组成和读写,"Composición, lectura y escritura de números hasta 1000.",143,0.762238,143,0,0.762238,,
439,整数等比数列,Secuencia geométrica entera,拓展思维,Expande tu pensamiento,等差数列求通项,Encontrar el término general de una secuencia aritmética,141,0.787234,0,141,,0.787234,
438,平方数列,secuencia cuadrada,拓展思维,Expande tu pensamiento,等差数列求通项,Encontrar el término general de una secuencia aritmética,141,0.787234,0,141,,0.787234,
136,相遇问题求路程和,Encuentra la suma de distancias en el problema de encuentro.,课内题型,Tipos de preguntas en clase,相遇问题求路程和,Encuentra la suma de distancias en el problema de encuentro.,139,0.719424,69,70,0.826087,0.614286,-0.211801
640,笔算除法：三位数除以两位数,División aritmética con lápiz: dividir números de tres dígitos por números de dos dígitos,知识点,Puntos de conocimiento,笔算除法：三位数除以两位数,División aritmética con lápiz: dividir números de tres dígitos por números de dos dígitos,139,0.906475,139,0,0.906475,,
614,余数特征,Características del resto,拓展思维,Expande tu pensamiento,余数特征,Características del resto,138,0.76087,138,0,0.76087,,
517,小数加法运算,suma decimal,拓展思维,Expande tu pensamiento,小数加法运算,suma decimal,138,0.934783,138,0,0.934783,,
506,握手碰杯问题,Problema de estrechar la mano y tintinear vasos,拓展思维,Expande tu pensamiento,握手碰杯问题,Problema de estrechar la mano y tintinear vasos,138,0.92029,81,57,0.950617,0.877193,-0.073424
606,等式的性质,Propiedades de las ecuaciones,课内知识点,Puntos de conocimiento en clase,等式的性质,Propiedades de las ecuaciones,137,0.773723,137,0,0.773723,,
511,求再过几日是周几问题,Por favor dime qué día de la semana será en los próximos días.,拓展思维,Expande tu pensamiento,求再过几日是周几问题,Por favor dime qué día de la semana será en los próximos días.,136,0.801471,136,0,0.801471,,
493,带余除法的估算,Estimación con división del resto,拓展思维,Expande tu pensamiento,除法中四量关系,Relación entre cuatro cantidades en división,135,0.844444,0,135,,0.844444,
348,代值运算,Operaciones algebraicas,拓展思维,Expande tu pensamiento,代值运算,Operaciones algebraicas,132,0.795455,129,3,0.806202,0.333333,-0.472868
654,三角形面积公式应用,Aplicación de la fórmula del área del triángulo.,知识点,Puntos de conocimiento,三角形面积公式应用,Aplicación de la fórmula del área del triángulo.,131,0.824427,82,49,0.780488,0.897959,0.117471
565,封闭植树类型问题(段数小于等于10),Problema de tipo plantación de árboles cerrados (el número de segmentos es menor o igual a 10),课内题型,Tipos de preguntas en clase,封闭路线植树问题,Problemas con la plantación de árboles en rutas cerradas,128,0.898438,128,0,0.898438,,
319,整数利用积/商不变性质,Uso de la propiedad de invariancia del producto o del cociente en enteros,拓展思维,Expande tu pensamiento,整数利用积/商不变性质,Los números enteros aprovechan la propiedad de invariancia del producto/cociente,127,0.826772,127,0,0.826772,,
698,直线型行程问题,Problema de viaje en línea recta,拓展思维,Expande tu pensamiento,直线型行程问题,Problema de viaje en línea recta,127,0.874016,0,127,,0.874016,
695,数列操作周期问题,Problema del ciclo de operación de secuencia.,拓展思维,Expande tu pensamiento,数列操作周期问题,Problemas de periodicidad en operaciones con sucesiones,126,0.809524,126,0,0.809524,,
535,用假设法解决基础鸡兔同笼,Utilice el método de hipótesis para resolver problemas básicos de pollo y conejo en la misma jaula.,知识点,Puntos de conocimiento,用假设法解决基础鸡兔同笼,Utilice el método de hipótesis para resolver problemas básicos de pollo y conejo en la misma jaula.,126,0.825397,126,0,0.825397,,
27,神推理,razonamiento divino,拓展思维,Expande tu pensamiento,神推理,razonamiento divino,124,0.758065,111,13,0.738739,0.923077,0.184338
354,乘法拆数（应用）,Multiplicación y división de números (aplicación),拓展思维,Expande tu pensamiento,乘法拆数（应用）,Multiplicación y división de números (aplicación),123,0.406504,123,0,0.406504,,
574,用字母表示运算定律和计算公式,Utilice letras para expresar leyes de operación y fórmulas de cálculo.,知识点,Puntos de conocimiento,用字母表示运算定律和计算公式,Utilice letras para expresar leyes de operación y fórmulas de cálculo.,121,0.942149,121,0,0.942149,,
345,转化代换,sustitución de transformación,课内题型,Tipos de preguntas en clase,转化代换,sustitución de transformación,121,0.512397,0,121,,0.512397,
584,整数特殊数的应用,Aplicaciones de números enteros y números especiales.,拓展思维,Expande tu pensamiento,整数特殊数的应用,Aplicaciones de números enteros y números especiales.,120,0.691667,120,0,0.691667,,
515,弦图求面积,Encuentra el área de un diagrama de cuerdas,拓展思维,Expande tu pensamiento,弦图求面积,Encuentra el área de un diagrama de cuerdas,120,0.75,120,0,0.75,,
576,枚举法,Método de enumeración,拓展思维,Expande tu pensamiento,加法拆数（指定个数）,Sumar y dividir números (número especificado),115,0.8,115,0,0.8,,
619,简单的周期计算,Cálculo de período simple,课内知识点,Puntos de conocimiento en clase,简单的周期计算,Cálculo de período simple,114,0.95614,32,82,0.96875,0.95122,-0.01753
418,数字操作,operaciones digitales,拓展思维,Expande tu pensamiento,数字操作,operaciones digitales,114,0.789474,114,0,0.789474,,
353,乘法拆数,Dividir números por multiplicación,拓展思维,Expande tu pensamiento,乘法拆数,Dividir números por multiplicación,114,0.324561,114,0,0.324561,,
514,复式折线统计图,Gráfico de líneas compuestas,知识点,Puntos de conocimiento,复式折线统计图,Gráfico de líneas compuestas,114,0.631579,114,0,0.631579,,
595,部分占整体的几分之几,¿Qué fracción del todo es la parte?,知识点,Puntos de conocimiento,部分占整体的几分之几,¿Qué fracción del todo es la parte?,113,0.876106,100,13,0.86,1.0,0.14
660,解方程：ax＋b＝c这种类型,Resolver ecuaciones: ax + b = c este tipo,知识点,Puntos de conocimiento,解方程：ax＋b＝c这种类型,Resolver ecuaciones: ax + b = c este tipo,111,0.900901,111,0,0.900901,,
524,用字母表示数量关系ax,Usar letras para expresar relaciones cuantitativas.,知识点,Puntos de conocimiento,用字母表示数量关系ax,Usar letras para expresar relaciones cuantitativas.,111,0.801802,75,36,0.746667,0.916667,0.17
457,假设法解鸡兔同笼,Resolver el problema de gallinas y conejos en la misma jaula mediante el método de suposición,拓展思维,Expande tu pensamiento,假设法解鸡兔同笼,Método hipotético para resolver el problema de gallina y conejo en la misma jaula,110,0.890909,41,69,0.804878,0.942029,0.137151
333,计算平均数,Calcular promedio,课内知识点,Puntos de conocimiento en clase,计算平均数,Calcular promedio,109,0.229358,109,0,0.229358,,
623,逆向思想,pensamiento inverso,思想,Pensamiento,逆向思想,pensamiento inverso,109,0.706422,109,0,0.706422,,
598,网格型,tipo de cuadrícula,拓展思维,Expande tu pensamiento,网格型,tipo de cuadrícula,109,0.834862,109,0,0.834862,,
507,整数除法性质,Propiedades de la división de enteros,知识点,Puntos de conocimiento,整数除法性质,Propiedades de la división de enteros,108,0.87037,108,0,0.87037,,
627,多边形的内角和,La suma de los ángulos interiores de un polígono.,课内知识点,Puntos de conocimiento en clase,多边形的内角和,La suma de los ángulos interiores de un polígono.,108,0.018519,108,0,0.018519,,
509,正方形的面积公式逆用,Fórmula inversa para el área de un cuadrado.,知识点,Puntos de conocimiento,正方形的面积公式逆用,Fórmula inversa para el área de un cuadrado.,106,0.811321,106,0,0.811321,,
689,点确定线递推,recursión de línea de determinación de puntos,拓展思维,Expande tu pensamiento,点确定线递推,recursión de línea de determinación de puntos,105,0.666667,105,0,0.666667,,
605,对称类游戏,juegos de simetria,拓展思维,Expande tu pensamiento,对称类游戏,juegos de simetria,105,0.704762,105,0,0.704762,,
578,图形平移,panorámica de gráficos,课内题型,Tipos de preguntas en clase,图形平移,panorámica de gráficos,105,0.485714,105,0,0.485714,,
648,多位数的运算和数字和相关,Operaciones de varios dígitos y números y relacionados.,拓展思维,Expande tu pensamiento,多位数的运算和数字和相关,Operaciones de varios dígitos y números y relacionados.,104,0.894231,104,0,0.894231,,
75,多个对象条形图,Gráfico de barras de múltiples objetos,拓展思维,Expande tu pensamiento,多个对象条形图,Gráfico de barras de múltiples objetos,103,0.970874,103,0,0.970874,,
452,图形等分,Graficar partes iguales,拓展思维,Expande tu pensamiento,图形等分,Graficar partes iguales,102,0.872549,81,21,0.839506,1.0,0.160494
541,小数拆补凑整,Redondeo decimal,拓展思维,Expande tu pensamiento,小数拆补凑整,Redondeo decimal,102,0.813725,102,0,0.813725,,
653,面积公式的综合应用,Aplicación integral de la fórmula del área.,拓展思维,Expande tu pensamiento,面积公式的综合应用,Aplicación integral de la fórmula del área.,101,0.623762,101,0,0.623762,,
495,不等变相等（有图）,Lo desigual se vuelve igual (con imagen),拓展思维,Expande tu pensamiento,不等变相等（有图）,Lo desigual se vuelve igual (con imagen),101,0.524752,101,0,0.524752,,
543,数角,unos centavos,知识点,Puntos de conocimiento,数角,unos centavos,100,0.94,100,0,0.94,,
604,一端植树类型问题(段数小于等于10),Problema de tipo de plantación de árboles en un extremo (el número de segmentos es menor o igual a 10),拓展思维,Expande tu pensamiento,一端植树类型问题(段数小于等于10),Problema de tipo de plantación de árboles en un extremo (el número de segmentos es menor o igual a 10),100,0.2,100,0,0.2,,
594,异分母分数加法,Sumar fracciones con diferentes denominadores,拓展思维,Expande tu pensamiento,分数加减,Sumar y restar fracciones,99,0.828283,14,85,0.928571,0.811765,-0.116807
281,任意四边形的一半模型,Medio modelo de cualquier cuadrilátero.,拓展思维,Expande tu pensamiento,任意四边形的一半模型,Medio modelo de cualquier cuadrilátero.,98,0.857143,98,0,0.857143,,
571,多笔画的判断,Juicio de múltiples golpes.,拓展思维,Expande tu pensamiento,多笔画的判断,Juicio de múltiples golpes.,94,0.893617,94,0,0.893617,,
437,量率对应求单位1,La tasa de medición corresponde a la unidad 1.,拓展思维,Expande tu pensamiento,量率对应求单位1,La tasa de medición corresponde a la unidad 1.,93,0.827957,93,0,0.827957,,
709,表内乘法计算,Cálculo de multiplicación en tabla.,拓展思维,Expande tu pensamiento,表内乘法计算,Cálculo de multiplicación en tabla.,91,0.989011,91,0,0.989011,,
680,转化为菜园，围栏之类的周长问题,"Traducido a cuestiones perimetrales para huertos, vallados, etc.",课内题型,Tipos de preguntas en clase,转化为菜园，围栏之类的周长问题,"Traducido a cuestiones perimetrales para huertos, vallados, etc.",91,0.934066,91,0,0.934066,,
577,多位数除以多位数,Dividir varios dígitos entre varios dígitos,课内知识点,Puntos de conocimiento en clase,多位数除以多位数,Dividir varios dígitos entre varios dígitos,89,0.921348,89,0,0.921348,,
567,二量和差问题,Problema de suma y diferencia de dos cantidades.,拓展思维,Expande tu pensamiento,二量和差问题,Problema de suma y diferencia de dos cantidades.,89,0.842697,89,0,0.842697,,
537,单位换算,Conversión de unidades,拓展思维,Expande tu pensamiento,小数比较大小,Tamaño de comparación decimal,88,0.920455,88,0,0.920455,,
440,斐波那契数列递推,Recursión de la secuencia de Fibonacci,拓展思维,Expande tu pensamiento,斐波那契数列递推,Recursión de la secuencia de Fibonacci,88,0.818182,88,0,0.818182,,
588,正方形边角特点,Características de las esquinas cuadradas.,课内知识点,Puntos de conocimiento en clase,正方形边角特点,Características de las esquinas cuadradas.,87,0.977011,87,0,0.977011,,
569,整数除法,División entera,拓展思维,Expande tu pensamiento,余数问题带余除法,Problema de división con resto,87,0.793103,0,87,,0.793103,
593,最简分数,fracción más simple,拓展思维,Expande tu pensamiento,分数加减,Sumar y restar fracciones,85,0.811765,0,85,,0.811765,
700,差系整除特征,Características de divisibilidad del sistema diferencial.,拓展思维,Expande tu pensamiento,差系整除特征,Características de divisibilidad del sistema diferencial.,85,0.788235,85,0,0.788235,,
589,规则图形拼规则图形,Los gráficos regulares deletrean gráficos regulares,拓展思维,Expande tu pensamiento,规则图形拼规则图形,Los gráficos regulares deletrean gráficos regulares,85,0.858824,85,0,0.858824,,
547,年龄差不变,La diferencia de edad se mantiene sin cambios.,知识点,Puntos de conocimiento,年龄差不变,La diferencia de edad se mantiene sin cambios.,81,0.876543,81,0,0.876543,,
636,鸡兔同笼问题,Problema de gallina y conejo en la misma jaula,拓展思维,Expande tu pensamiento,求只数,solo pide el numero,80,0.9625,0,80,,0.9625,
534,求只数,Hallar la cantidad de animales,拓展思维,Expande tu pensamiento,求只数,solo pide el numero,80,0.925,44,36,0.931818,0.916667,-0.015152
49,两端植树问题,Problema de plantar árboles en ambos extremos.,拓展思维,Expande tu pensamiento,乘法应用（顺口溜）,Aplicación de multiplicación (Jingle),79,0.860759,79,0,0.860759,,
432,平均分,puntuación promedio,知识点,Puntos de conocimiento,平均分,puntuación promedio,79,0.594937,50,29,0.58,0.62069,0.04069
50,乘法应用（顺口溜）,Aplicación de multiplicación (Jingle),拓展思维,Expande tu pensamiento,乘法应用（顺口溜）,Aplicación de multiplicación (Jingle),79,0.860759,0,79,,0.860759,
520,角,bocina,知识点,Puntos de conocimiento,认识线段,Reconocer segmentos de línea,79,0.949367,79,0,0.949367,,
704,小数基础,Conceptos básicos de decimales,拓展思维,Expande tu pensamiento,小数的认识,Comprensión de los decimales.,78,0.910256,0,78,,0.910256,
523,等差数列截断求和,Suma truncada de secuencias aritméticas,拓展思维,Expande tu pensamiento,等差数列截断求和,Suma truncada de secuencias aritméticas,78,0.833333,40,38,0.825,0.842105,0.017105
564,笔算乘法：三位数乘两位数,Multiplicación escrita: tres dígitos multiplicados por dos dígitos,知识点,Puntos de conocimiento,笔算乘法：三位数乘两位数,Multiplicación escrita: tres dígitos multiplicados por dos dígitos,77,0.532468,40,37,0.75,0.297297,-0.452703
628,平移法求周长,Encuentra el perímetro usando el método de traducción.,拓展思维,Expande tu pensamiento,平移法求周长,Encuentra el perímetro usando el método de traducción.,77,0.493506,77,0,0.493506,,
610,数线段条数,Cuente el número de segmentos de línea.,知识点,Puntos de conocimiento,数线段条数,Cuente el número de segmentos de línea.,76,0.907895,76,0,0.907895,,
429,数与形数形结合思想,La idea de combinar números y formas.,课内知识点,Puntos de conocimiento en clase,数与形数形结合思想,Pensamiento de combinación entre números y figuras,76,0.592105,30,46,0.8,0.456522,-0.343478
548,乘方的幂运算,exponenciación,拓展思维,Expande tu pensamiento,乘方的幂运算,exponenciación,76,0.789474,76,0,0.789474,,
566,不等变不等（给完还少）,No igual a igual (menos aún después de dar),拓展思维,Expande tu pensamiento,不等变不等（给完还少）,No igual a igual (menos aún después de dar),76,0.960526,76,0,0.960526,,
702,奇数与偶数的判断,Juicio de números pares e impares.,知识点,Puntos de conocimiento,奇数与偶数的判断,Juicio de números pares e impares.,75,0.4,75,0,0.4,,
611,整数乘法分配律,ley distributiva de la multiplicación de números enteros,拓展思维,Expande tu pensamiento,整数直接运用分配律,Los números enteros aplican directamente la ley distributiva.,75,0.906667,75,0,0.906667,,
691,六边形阵基本问题,Preguntas básicas sobre matrices hexagonales.,知识点,Puntos de conocimiento,六边形阵基本问题,Preguntas básicas sobre matrices hexagonales.,74,0.756757,74,0,0.756757,,
682,图形认知角,Rincón de cognición gráfica,拓展思维,Expande tu pensamiento,图形认知角,Rincón de cognición gráfica,74,0.77027,0,74,,0.77027,
690,矩形队伍求总数,Encuentra el número total de equipos rectangulares.,拓展思维,Expande tu pensamiento,矩形队伍求总数,Encuentra el número total de equipos rectangulares.,72,0.902778,72,0,0.902778,,
540,小数加减,Suma y resta de decimales,知识点,Puntos de conocimiento,小数加减,Suma y resta de decimales,71,0.788732,71,0,0.788732,,
637,两次假设,Dos veces hipótesis,拓展思维,Expande tu pensamiento,两次假设,Dos veces hipótesis,70,0.942857,46,24,0.956522,0.916667,-0.039855
692,韦恩图,diagrama de venn,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,70,0.8,3,67,0.333333,0.820896,0.487562
549,乘方的乘法运算,Operación de multiplicación de exponenciación.,拓展思维,Expande tu pensamiento,乘方的乘法运算,Operación de multiplicación de exponenciación.,69,0.956522,69,0,0.956522,,
633,两端植树两侧都种类型问题,Plantar árboles en ambos extremos y tipos de plantación en ambos lados.,拓展思维,Expande tu pensamiento,两端植树两侧都种类型问题,Plantar árboles en ambos extremos y tipos de plantación en ambos lados.,69,0.637681,69,0,0.637681,,
568,余数问题带余除法,Problema de división con resto,拓展思维,Expande tu pensamiento,余数问题带余除法,Problema de división con resto,68,0.970588,60,8,0.966667,1.0,0.033333
786,路程速度时间,distancia velocidad tiempo,拓展思维,Expande tu pensamiento,路程速度时间,distancia velocidad tiempo,67,0.597015,67,0,0.597015,,
693,以文字题形式运用方程解应用题,Usar ecuaciones para resolver problemas verbales en forma de problemas verbales.,课内题型,Tipos de preguntas en clase,以文字题形式运用方程解应用题,Usar ecuaciones para resolver problemas verbales en forma de problemas verbales.,66,0.69697,66,0,0.69697,,
742,小数四则运算,Cuatro operaciones decimales,拓展思维,Expande tu pensamiento,小数,decimal,66,0.469697,0,66,,0.469697,
741,小数,decimal,拓展思维,Expande tu pensamiento,小数,decimal,66,0.469697,66,0,0.469697,,
603,表内除法计算,Cálculo de división en tabla,拓展思维,Expande tu pensamiento,表内除法计算,Cálculo de división en tabla,65,1.0,65,0,1.0,,
421,多个人做一件事的时间优化,Optimizar el tiempo para que varias personas hagan una cosa,拓展思维,Expande tu pensamiento,时间总和问题,problema de suma de tiempo,65,0.815385,0,65,,0.815385,
665,乘法的实际应用,Aplicaciones prácticas de la multiplicación.,课内知识点,Puntos de conocimiento en clase,乘法的实际应用,Aplicaciones prácticas de la multiplicación.,64,0.796875,62,2,0.790323,1.0,0.209677
703,重叠直线型,lineal superpuesto,拓展思维,Expande tu pensamiento,重叠直线型,lineal superpuesto,64,0.875,64,0,0.875,,
554,整数换元法,Método de sustitución de enteros,拓展思维,Expande tu pensamiento,整数换元法,Método de sustitución de enteros,63,0.920635,63,0,0.920635,,
70,直接运用公式求单价,Utilice la fórmula directamente para encontrar el precio unitario.,课内题型,Tipos de preguntas en clase,直接运用公式求单价,Utilice la fórmula directamente para encontrar el precio unitario.,63,0.984127,63,0,0.984127,,
